Row Labels,Sum of Terakhir,Sum of Tertinggi,Sum of Pembukaan,Sum of Terendah
21/01/2019,1279.05,1282.95,1281.95,1276.15
21/01/2020,1584.7,1593.8,1584,1573.6
21/02/2012,1757.1,1760,1736.1,1733.6
21/02/2013,1578.2,1581.2,1568.5,1554.5
21/02/2014,1323.9,1328.3,1320,1317.4
21/02/2017,1319.2,1319.2,1319.2,1319.2
21/02/2018,1430.6,1430.6,1430.6,1430.6
21/02/2019,1387.2,1388,1388,1388
21/02/2020,1669.1,1671.2,1645.5,1642.4
21/03/2011,1426.2,1433.5,1433.5,1430.8
21/03/2012,1650,1660,1657.8,1646.1
21/03/2013,1613.8,1613,1612.8,1611.9
21/03/2014,1336,1339.1,1339.1,1335
21/03/2016,1292.7,1292.7,1292.7,1292.7
21/03/2017,1329,1316.5,1316.5,1316.5
21/03/2018,1426.6,1426.6,1426.6,1426.6
21/03/2019,1364.5,1364.5,1364.5,1364.5
21/04/2011,1503.2,1508.3,1503.7,1501.7
21/04/2014,1288,1299.2,1290,1283.7
21/04/2015,1289.1,1289.1,1289.1,1289.1
21/04/2016,1299.5,1299.5,1299.5,1299.5
21/04/2017,1367,1378,1359.8,1359.8
21/04/2020,1692.1,1720.8,1717.6,1670.3
21/05/2012,1588.4,1594.1,1591.9,1591.9
21/05/2013,1377.8,1392.3,1386.5,1358.5
21/05/2014,1288,1287.4,1287.4,1287.4
21/05/2015,1298.1,1298.1,1298.1,1296.5
21/05/2018,1391.1,1391.1,1391.1,1391.1
21/05/2019,1320.1,1320.1,1320.1,1320.1
21/05/2020,1750.4,1779.8,1778.8,1743.8
21/06/2011,1546,1547.5,1540.1,1540
21/06/2012,1564.5,1603.3,1603.2,1565.5
21/06/2013,1291.6,1300,1280.4,1268.9
21/06/2016,1324.6,1324.6,1324.6,1324.6
21/06/2017,1317.1,1317.1,1317.1,1317.1
21/06/2018,1361.4,1360,1360,1360
21/06/2019,1432.7,1444,1444,1419.6
21/07/2011,1586.8,1601.6,1598,1586.6
21/07/2014,1469.6,1315.5,1311,1311
21/07/2015,1199.5,1199.5,1199.5,1199.5
21/07/2016,1392.2,1392.2,1392.2,1392.2
21/07/2017,1325.9,1325.9,1325.9,1325.9
21/07/2020,1869.6,1870.5,1842.5,1839.9
21/08/2012,1639.9,1639,1620,1620
21/08/2013,1370.6,1377.3,1372.5,1360.9
21/08/2014,1429.2,1290,1290,1272
21/08/2015,1246.8,1246.8,1246.8,1246.8
21/08/2017,1364.1,1364.1,1364.1,1364.1
21/08/2018,1272.8,1272.9,1272.9,1272.9
21/08/2019,1541.5,1540.6,1532.7,1532.7
21/08/2020,1947,1963.1,1955.6,1916.6
21/09/2011,1805.5,1812,1808,1782.8
21/09/2012,1775.5,1785.3,1785.3,1772.3
21/09/2015,1209.4,1209.4,1209.4,1209.4
21/09/2016,1388.3,1388.3,1388.3,1388.3
21/09/2017,1366.7,1367.3,1367.3,1367.3
21/09/2018,1274.3,1274.3,1274.3,1274.3
21/09/2020,1910.6,1962.9,1957.3,1885.4
21/10/2011,1635.1,1647.4,1626.1,1626.1
21/10/2013,1315.7,1317.7,1316.8,1316.5
21/10/2014,1371.8,1251,1251,1251
21/10/2015,1229.7,1229.7,1229.7,1229.7
21/10/2016,1323,1323,1323,1323
21/10/2019,1517.3,1524.9,1524.9,1515
21/10/2020,1929.5,1936,1911.6,1911.6
21/11/2011,1678.3,1704.6,1704.6,1674.4
21/11/2012,1727.9,1725.8,1725.8,1725.8
21/11/2013,1243.5,1247.1,1245.7,1236.5
21/11/2014,1315.9,1202.4,1191,1189
21/11/2016,1276.8,1276.8,1276.8,1276.8
21/11/2017,1364.8,1364.8,1364.8,1364.8
21/11/2018,1300.8,1300.8,1300.8,1300.8
21/11/2019,1494,1505.7,1505.5,1494
21/12/2011,1611.9,1635,1615.6,1608.3
21/12/2012,1659.1,1656.7,1648,1635.8
21/12/2015,1140.5,1140.5,1140.5,1140.5
21/12/2016,1216.5,1216.5,1216.5,1216.5
21/12/2017,1351.3,1351.3,1351.3,1351.3
21/12/2018,1323.1,1323.1,1323.1,1323.1
21/12/2020,1882.8,1912,1892.9,1859
22/01/2013,1692.8,1694.7,1690.3,1687.8
22/01/2014,1239,1242,1241.7,1240.1
22/01/2015,1425.2,1425.2,1425.2,1425.2
22/01/2016,1142.6,1142.6,1142.6,1142.6
22/01/2018,1429.6,1429.6,1429.6,1429.6
22/01/2019,1348.4,1348.4,1348.4,1348.4
22/01/2020,1583.5,1585.5,1583.1,1577.6
22/02/2011,1400.5,1408.7,1395.1,1395.1
22/02/2012,1770,1781.9,1758.7,1750
22/02/2013,1572.4,1585.4,1580,1572.3
22/02/2016,1246.7,1246,1246,1246
22/02/2017,1313.3,1313.3,1313.3,1313.3
22/02/2018,1431.4,1431.4,1431.4,1431.4
22/02/2019,1392.5,1392.5,1392.5,1392.5
22/03/2011,1427.5,1430.4,1430.4,1430.4
22/03/2012,1642.3,1649.4,1648,1633.8
22/03/2013,1606.2,1611,1611,1604.1
22/03/2016,1298.8,1298.8,1298.8,1298.8
22/03/2017,1331.5,1331.5,1331.5,1331.5
22/03/2018,1432.2,1432.2,1432.2,1432.2
22/03/2019,1369.3,1368.2,1368.2,1368.2
22/04/2013,1421,1434.9,1406.8,1406.8
22/04/2014,1280.6,1291.6,1289.2,1276
22/04/2015,1274.7,1274.7,1274.7,1274.7
22/04/2016,1278.8,1278.8,1278.8,1278.8
22/04/2019,1328.5,1328.5,1328.5,1328.5
22/04/2020,1743.5,1747.1,1707.6,1700
22/05/2012,1576.3,1591.1,1575.7,1568.4
22/05/2013,1367.6,1395.7,1387.2,1364.5
22/05/2014,1294.9,1295,1294.2,1294.2
22/05/2015,1299.7,1299.7,1299.7,1292
22/05/2017,1338,1338,1338,1338
22/05/2018,1392.1,1392.1,1392.1,1392.1
22/05/2019,1321.3,1321.3,1321.3,1321.3
22/05/2020,1765.6,1768.3,1755.9,1750.6
22/06/2011,1552.9,1558.5,1547.2,1544.4
22/06/2012,1566,1569.3,1565.5,1560
22/06/2015,1282.1,1282.1,1282.1,1282.1
22/06/2016,1322.1,1322.1,1322.1,1322.1
22/06/2017,1320.4,1320.4,1320.4,1320.4
